title	is_fake
  краснодар    переименуют    казакоград  	1
  футболист    реал    взять    москва    тонна    зимний    одежда  	0
  российский    издательство    объявить    выпуск    книга    подвиг    петров    боширова  	1
  саудовский    аравия    поддержать    продление    соглашение    сокращение    нефтедобыча  	0
  установить    рекорд    стоимость    торг    послевоенный    искусство  	0
  россия    ежегодно    отмываться    четверть    ввп  	0
  гибдд    предложить    запретить    использование    палка    скандинавский    ходьба    тротуар  	1
  минюст    запретить    медузе    публиковать    новость    россия  	1
  секс    назвать    угроза    колонизация    марс  	0
  минюст    признать    иноагентом    посол    сша    россия    джон    салливана  	1
  бавария    выиграть    лига    чемпион  	0
  московский    мэрия    наймёт    пенсионер    распознавание    лицо    митинг  	1
  intel    отказываться    старый    архитектура    atx    польза    btx  	0
  доктор    мясников    целебный    свойство    вода    карловых    вар    сильно    преувеличить  	1
  владимир    войнович    завершить    трилогия    чонкин  	0
  госдума    предложить    ввести    уголовный    ответственность    отрицание    подвиг    гагарин    неуважение    нему  	1
  музей    виктория    альберт    представить    сюрреалистический    экспозиция  	0
  рожать    баба    депутат    слуцкий    предложить    поднять    пенсионный    возраст    нерожавших    женщина  	1
  двукратный    олимпийский    чемпион    дзюдо    обвинить    педофилия  	0
  манчестер    юнайтед    предложить    рекордный    сумма    лидер    сборная    франция  	0
  хотеть    напасть    депутат    объяснить    убийство    амурский    тигр    самозащита  	1
  центробанк    потратить    часть    золотовалютный    резерв    стабилизация    цена    банан    морковь  	1
  ес    попросить    банк    скромный    выплата    бонус  	0
  день    святой    патрик    ёлка    красный    площадь    стать    зелёными  	1
  конституционный    суд    признать    неконституционный    законопроект    кпрф    возвращение    прежний    пенсионный    возраст  	1
  хэнксу    предложить    сыграть    уолт    дисней  	0
  совет    федерация    предложить    выдавать    лицензия    использование    vpn    прокси    серверов  	1
  немецкий    зелёный    предложить    использовать    северный    поток    транспортировка    метан    россия  	1
  суд    признать    отказ    прививка    уважительный    причина    супружеский    измена    развод  	1
  полковник    цру    отставка    рассказать    американец    украсть    рецепт    биг    мак    ссср  	1
  назвать    топ    самых    бесполезный    подарок    март  	1
  третий    путь    панамский    канал    построить    миллиард    доллар  	0
  дубль    роналду    принести    португалия    ничья    матч    венгрия    место    плей    офф    евро  	0
  зюганов    призвать    силовик    задушить    гидра    революция    зародыш  	1
  атлант    расправить    клитор    джоан    роулинг    рассказать    название    свой    следующий    книга    консервативный    феминизм  	1
  лоси    сорвать    лыжный    гонка    норвегия  	0
  назвать    причина    смерть    актриса    волчков  	0
  макаревич    заговорить    покупка    крым    россия  	0
  матч    кхл    спартак    автомобилист    пройти    италия  	0
  клуб    нхл    забросить    шайба    секунда  	0
  немецкий    школьник    сделать    открытие    классический    механика  	0
  уровень    безработица    еврозоне    вырасти    процент  	0
  желать    выходной    выехать    граница    россиянин    заплатить    пошлина    тысяча    рубль  	1
  фас    заподозрить    таможенник    нарушение    антимонопольный    закон  	0
  владимир    кличко    победить    александр    поветкина  	0
  байконур    успешно    стартовать    юбилейный    протон  	0
  российский    дзюдоистка    кузютина    завоевать    бронза    олимпийский    игра  	0
  чехия    выслать    ещё    российский    дипломат    ввод    войско    год  	1
  вмс    сша    начать    поиск    замена    истребитель    super    hornet  	0
  канаев    завоевать    пятый    золото    чм    художественный    гимнастика  	0
  официальный    курс    евро    упасть    ниже    рубль  	0
  роскомнадзор    запретить    упоминание    клитор    территория    российский    федерация  	1
  сми    узнать    название    выводить    средство    рубеж    российский    банк  	0
  хотеть    кухня    возле    главный    офис    burger    king    москва    пройти    митинг    увеличение    вакансия    женский    персонал    фастфуд  	1
  американец    обезвредить    вооружённый    член    запретить    россия    игил    арестовать    обвинить    исламофобии  	1
  русский    бомба    повредить    основный    весло    наш    корабль    минобороны    великобритания    опубликовать    официальный    заявление    инцидент    чёрный    море  	1
  вашему    заслужить    симоньян    посоветовать    россиянин    ныть    чужой    дворец    вспомнить    путин    спасти    девяностый  	1
  лувр    объявить    продажа    мебельный    гарнитур    людовик    xiv    бизнесмен    геленджик  	1
  роспотребнадзор    пригрозить    замедлить    ввоз    импортный    лекарство    наказать    запад    санкция  	1
  нью    йоркский    суд    подтвердить    невиновность    дэн    браун    плагиат  	0
  биологический    возраст    человек    научиться    вычислять    анализ    кровь  	0
  рпц    объяснить    вспышка    коронавирус    москва    безбожничеством    недостаточный    пожертвование    храм  	1
  средний    цена    литр    бензин    аи    россия    превысить    рубль  	0
  первый    российский    умный    бомба    похитить    деньга    счёт    воинский    часть  	1
  байден    потребовать    путин    закрыть    камаз    получение    приглашение    саммит    климат  	1
  чемпион    мир    тайский    бокс    стать    боевик    исламский    государство  	0
  цена    нефть    wti    снизиться    публикация    данных    запас    сша  	0
  линда    хэмилтон    сыграть    мать    живой    компьютер  	0
  съёмка    хоббит    отложить    язва    питер    джексон  	0
  швейцарский    выставка    участие    ларри    кларк    подвергнуть    цензура  	0
  россия    признавать    независимость    косово    обмен    признание    крым  	1
  уголовный    ответственность    вместо    депутат    будут    нести    голосовать    избиратель  	1
  год    население    хабаровский    край    вырасти    полмиллиона    глава    регион    мочь    представить    госнаграде  	1
  oshkosh    получить    заказ    тысяча    бронетранспортёр  	0
  выйти    трейлер    персональный    покупатель    кристен    стюарт  	0
  клим    шипенко    потерять    видеозапись    сделать    борт    мкс  	1
  депутат    кпрф    госпитализировать    укус    гремучий    змея    которую    пытаться    раздавить    ботинок  	1
  видео    kuzno    productions    итальянец    пробовать    тюремный    баланда    возглавить    тренд    youtube  	1
  астронавт    выйти    космос    ремонтировать    оборудование    мкс  	0
  челси    упустить    шанс    выйти    лидер    чемпионат    англия  	0
  чубайс    отменить    продажа    акция    роснано  	0
  отместка    блокировка    немецкоязычный    youtube    каналов    rt    российский    турист    обесточить    турецкий    отель    постоялец    германия  	1
  глава    окр    поздняков    ошибка    заблокировать    instagram  	1
  доставка    гитлер    кебаб    гамбург    просуществовать    минута    момент    открытие  	1
  депутат    пожаловаться    злоумышленник    которые    перевести    млрд    рубль    счёт    швейцарский    банк  	1
  усманов    написать    письмо    глава    мок    поддержка    российский    легкоатлет  	0
  дать    единый    россия    явлинский    раскритиковать    европарламент    вручение    премия    сахаров    навальный  	1
  вася    обломов    смочь    стать    почётный    гражданин    магаданский    область    отсутствие    судимость  	1
  нонна    мордюков    госпитализировать    цкб  	0
  страховщик    предсказать    многомиллиардный    убыток    засуха    сша  	0
  прямой    линия    путин    пообещать    пока    отдавать    сибирь    китай  	1
  конструкция    гоночный    камаз    исчезнуть    последний    отечественный    деталь  	1
  роскомнадзор    проверить    пропаганда    гомосексуализм    мультфильмы    голубой    щенок    летучий    корабль  	1
  якутия    провести    первый    россия    олимпиада    украинскому    язык  	1
  появиться    видео    раздевалка    ростов    победа    андерлехтом  	0
  украина    пригрозить    санкция    партнёр    северный    потока  	0
  airbus    построить    крупный    мир    спутниковый    группировка  	0
  депутат    обязать    выполнять    менее    предвыборный    обещание  	1
  работать    нерабочий    день    получить    бюджет    тысяча    рубль  	1
  цена    автомобиль    газ    ваз    вырасти  	0
  николай    ii    дворец    прекрасно    помнить    это    закончиться    историк    предупредить    элиты    опасность    роскошь  	1
  россия    украина    белоруссия    казахстан    приступить    создание    единый    экономический    пространство  	0
  роскосмос    назовёт    свой    луна    парк    сколково    честь    гагарин  	1
  январь    москва    пройти    плановый    работа    замена    тротуарный    плитка  	1
  цб    отозвать    лицензия    московский    смоленский    банк  	0
  принять    мера    отказаться    премия    союз    журналист    отреагировать    присуждение    нобелевский    премия    муратов  	1
  система    ios    закрыть    госорганам    доступ    контент    пользователь  	0
  fitch    предупредить    возможный    снижение    рейтинг    китай  	0
  госдума    предложить    лишить    манижу    российский    гражданство  	1
  противник    вакцинация    начать    блокировать    сима    карта  	1
  барселона    разгромить    реал    эль    класико  	0
  определить    эффективный    сахарный    диабет    диета  	0
  марат    хуснуллин    предложить    включить    москва    состав    российский    федерация  	1
  центр    гамалея    выпустить    вакцина    спутник    зеро    добавление    сахар  	1
  июль    перевыпустить    карта    сбербанк    сотрудник    который    оформлять    её    ранее  	1
  армия    фанатка    bts    занять    место    боеспособность    мир  	1
  новый    ведущей    шоу    вечерний    ургант    стать    екатерина    андреев  	1
  дональд    трамп    завести    страница    одноклассник  	1
  сторонник    грета    тунберг    взорвать    нефтехранилище    стратегический    резерв    индия  	1
  сеть    появиться    петиция    призыв    вернуть    михаил    ефремов    колония  	1
  камасутра    признать    олимпийский    вид    спорт  	1
  lady    gaga    бейонсе    выдвинуть    награда    mtv    девять    номинация  	0
  роскосмос    разместить    вакансия    мемолога  	1
  россия    объявить    торговый    война    ес    сателлит  	0
  билл    гейтс    чипированные    получить    право    бесплатный    обновление    продукт    microsoft  	1
  алексей    навальный    экстрадируют    кндр    дело    оскорбление    сталин  	1
  воронеж    размах    отметить    юбилейный    прорыв    теплотрасса  	1
  дмитрий    рогозин    заявить    успешный    завершение    работа    модуль    наука  	1
  московский    полиция    помочь    таджикистан    мобилизовать    резервист    война    талиб  	1
  новый    macbook    появиться    модуль  	0
  геленджикский    дворец    искать    заблудиться    офицер    ядерный    чемоданчик  	1
  место    действие    stalker    стать    норильск  	1
  сша    принять    вооружение    ядерный    бомба    понизить    выброс    углекислый    газ  	1
  объявить    воссоединение    группа    тату    провести    тур    поддержка    традиционный    ценность  	1
  автоваз    повысить    цена  	0
  плющенко    рассказать    успешно    перенести    операция  	0
  китай    арестовать    пассажир    авиалайнер    лететь    сша    тайвань  	1
  григорий    явлинский    открыть    отделение    партия    яблоко    севастополь  	1
  назвать    неустранимый    опасность    лишний    вес  	0
  второй    очередь    эрмитаж    открыться    геленджик    весна    год  	1
  посольство    сша    москва    пройти    митинг    бездомный    отмена    американский    санкция    против    xiaomi  	1
  рост    цена    жильё    житель    астрахань    переселяться    бобровый    хатка  	1
  цена    нефть    вынудить    еврокомиссия    повысить    прогноз    инфляция  	0
  израиль    купить    итальянский    учебный    самолёт  	0
  госдума    призвать    запретить    пароль    длинный    символ  	1
  золотовалютный    резерв    россия    вырасти    рекордный    процента  	0
  мчс    наградить    школьник    разбить    вечер    февраль    фонарик  	1
  попогребский    войти    жюри    фестиваль    сандэнс  	0
  госдума    предложить    принудительно    заменить    смартфон    россиянин    clubhouse    яндекс    телемост  	1
  казак    перессориться    место    совет    федерация  	1
  чемпион    мир    гимнастика    признаться    употребление    кокаин  	0
  новогодний    утренник    ельцин    центр    дед    мороз    заявить    чувствовать    снегурочкой  	1
  закрыть    уголовный    дело    бывший    гендиректор    компания    русский    стандарт    водка  	0
  химик    продемонстрировать    кандидат    предшественник    рнк  	0
  конгресс    сша    навязывать    рамсфелду    тысяча    солдат  	0
  цска    обыграть    гость    летовус    ритас    первый    матч    топ    баскетбольный    евролига  	0
  новый    директор    объяснить    увольнение    исаакии    оптимизация    штат  	0
  течение    год    каждый    российский    чиновник    обязать    написать    статья    украина  	1
  илон    маск    купить    компания    производство    экомобилей    паровой    тяга  	1
  летняя    избирательница    прийти    студия    cnn    подтвердить    голосовать    байдена  	1
  омон    разогнать    очередь    офис    турецкий    авиалиния    принять    её    пикет  	1
  комплекс    бук    развернуть    минск    возвращаться    место    постоянный    дислокация  	1
  рпц    рассказать    привить    млн    прихожанин    помощь    гмо    ладана    спутник  	1
  сергей    собянин    пообещать    очистить    москва    коренной    москвич    год  	1
  американский    суд    запретить    называть    байдена    бидон  	1
  двигатель    ракета    ангара    предложить    сделать    многоразовый  	0
  кнессет    израиль    постановить    сделать    обрез    весь    огнестрельный    оружие  	1
  опубликовать    неизвестный    произведение    сэлинджера  	0
  российский    дачник    обязать    выращивать    морковь  	1
  уаз    объяснить    рост    цена    свой    продукция    глобальный    подорожание    нанопроводников  	1
  дагестан    зарплата    учитель    зависеть    получить    школьник    оценка  	1
  москвич    мочь    посмотреть    послушать    одного    крупный    писатель    испания  	0
  германия    найти    фрагмент    конный    статуя    император    август  	0
  виктор    золотов    призвать    женщина    готовый    воспитывать    ребёнок    отдать    росгвардию  	1
  строитель    обвинить    евроцемент    груп    незаконный    повышение    цена  	0
  приехать    клуб    ковидную    вечеринка    москвич    оштрафовать    выпивавшими    сотрудник    полиция  	1
  лыжница    принести    сборная    россия    шестой    золото    паралимпиады  	0
  greenpeace    начнёт    выбрасывать    океан    биоразлагаемый    пластик    кормёжка    кит  	1
  вмс    индия    вооружиться    второй    фрегат    невидимка  	0
  сихарулидзе    определить    главный    недостаток    дуэт    кавагути    смирнов  	0
  moodys    понизить    кредитный    рейтинг    латвия  	0
  россия    белоруссия    договориться    поставка    нефть  	0
  тимошенко    преодолеть    топливный    кризис  	0
  lg    снабдят    включить    экран  	0
  уральский    вице    губернатор    похитить    неизвестный    заставить    принять    дар    шесть    квартира    внедорожник  	1
  иннопроме    подписать    соглашение    ремонт    детский    сад    село    арамашево  	1
  участник    климатический    форум    глазго    выбросить    море    тонна    пластиковый    стаканчик  	1
  сколково    вывести    собака    которая    самостоятельно    пройти    курс    фронтенд    разработка    яндекс  	1
  виктор    янукович    отказаться    приютить    альф    конде    своём    ростовский    дом    расистский    соображение  	1
  центробанк    запретить    выдавать    кредит    айфон  	1
  россиян    мочь    наказать    уклонение    участие    всероссийский    перепись    население  	1
  бритни    спирс    обвинить    жестокий    обращение    ребёнок  	0
  центр    новосибирск    войти    список    объект    всемирный    культурный    наследие    юнеско  	1
  динамо    удержало    победа    матч    сатурн  	0
  обмануть    сочинский    дольщик    оказаться    наркоман  	1
  газпром    вложить    ангола    миллион    доллар  	0
  терновый    венец    иисус    замироточил    нефть  	1
  англия    снять    фильм    палаче    человек  	0
  российский    семья    назвать    новорождённый    близнец    марио    луиджи    выплатить    nintendo    млн    рубль  	1
  милиция    защитить    футболист    локомотив    болельщик  	0
  официально    анонсировано    третий    дополнение    skyrim  	0
  футболист    зенит    отделаться    штраф    буйство    аэропорт  	0
  союзмолоке    назвать    треть    надой    бумажный  	0
  травма    спина    помешать    лоськов    выступить    евро  	0
  победный    серия    лидер    чемпионат    кхл    прерваться  	0
  август    вход    мавзолей    ленин    доступный    исключительно    предъявление    qr    код  	1
  киргизия    пройти    фестиваль    насвайной    скульптура  	1
  собянин    подарить    омск    станция    московский    метро  	1
  бельгия    запретить    школа    принимать    работа    учитель    татуировка  	1
  путин    назарбаев    поделить    каспийский    море  	0
  чиновник    объявить    голодовка    перенос    ялтинский    экономический    форум  	1
  ирак    согласиться    обменять    долг    россия    нефть  	0
  россия    создать    национальный    реестр    антипрививочников  	1
  спартак    довольный    решение    дело    сычёв  	0
  выиграть    авангард    кубок    гагарин    пропасть    метровой    дорожный    яма  	1
  кудрин    счесть    нереалистичный    выполнение    задача    медведев    ввп  	0
  июль    вырасти    тариф    газ    электроэнергия    грузовой    железнодорожный    перевозка  	0
  пользователь    интернет    назначить    альбу    девушка    бонд  	0
  турецкий    форвард    нихат    отказаться    перейти    спартак  	0
  решение    цукерберг    придержать    акция    facebook    помочь    вырасти    процентов  	0
  роскосмос    опровергнуть    отказ    полёт    луна  	0
  нацгвардия    подать    иск    дональд    трамп    млн    доллар    зимний    протест  	1
  обнаружить    волшебный    тумбочка    глава    гибдд    ставропольский    край    снять    обвинение    коррупция  	1
  лукашенко    предложить    перевести    навальный    минский    сизо  	1
  глава    роскосмос    выступить    просветительский    миссия    американский    школьник  	1
  metoo    летняя    американка    детство    посетить    мавзолей    ленин    рассказать    домогательство    сторона    вождь    мировой    пролетариат  	1
  египетский    власть    передать    голова    аменхотепа    iii  	0
  алтайский    край    поднять    средний    зарплата    регион    путём    увеличение    число    член    краевой    правительство  	1
  археолог    обнаружить    первый    история    журналист    интервьюер    жить    iii    тысячелетие    наш    эра  	1
  центробанк    понизить    курс    евро    копейка  	0
  moodys    сохранить    негативный    прогноз    развитие    российский    банковский    система  	0
  китай    поддержать    заявка    владивосток    проведение    летний    олимпиады  	1
  среди    зритель    парад    победа    санкт    петербург    задержать    сторонник    алексей    навальный  	1
  барселона    поставить    ультиматум    основный    вратарь  	0
  запрет    американский    посольство    нанимать    россиянин    житель    подмосковье    перестать    мочиться    подъезд  	1
  швеция    издать    библия    которой    иисус    упоминаться    имя  	1
  астроном    увидеть    молодой    солнечный    система  	0
  язык    народ    россия    войти    школьный    программа  	1
  чешский    линкор    ян    жижка    взять    курс    керченский    пролив  	1
  москва    наградить    школьник    который    сообщить    покупка    родитель    поддельный    сертификат    вакцинация  	1
  чубайс    предложить    ограничить    новогодний    выходной    день  	1
  бюджет    заложить    полтриллиона    рубль    возрождение    колхоз  	1
  вместо    сковорода    купюре    номинал    гривень    разместить    кастрюля  	1
  владимир    зеленский    провести    новогодний    корпоратив    мвф    погашение    часть    госдолг    украина  	1
  нидерланды    закупить    сушёный    конский    навоз    отопление    жилой    дом  	1
  глава    вымпелком    предсказать    исчезновение    безлимитный    тариф  	0
  москвич    обслуживаться    ресторан    магазин    краснодарский    край    вводить    санкция    против    житель    столица  	1
  байдену    провести    операция    имплантация    ssd    диск  	1
  разбор    гостиница    россия    обойтись    миллион    доллар  	0
  чиновник    научить    незаметно    присваивать    деньга    бюджет  	1
  путин    объявить    год    год    право    человек    россия  	1
  священник    запретить    тушить    пожар    возникнуть    благодатный    огонь  	1
  игрок    фк    москва    отвергнуть    обвинение    расизм  	0
  олимпийский    чемпионка    журова    провести    экскурсия    школьник  	0
  прогрессивный    сми    бить    тревога    возможный    рост    наркофобии    новосибирский    инцидент  	1
  карта    мир    племя    майя    год    отсутствовать    великобритания  	1
  москва    задержать    американец    умышленно    заразившего    коронавирус    дмитрий    киселёв  	1
  подготовить    законопроект    переселение    москвич    арктика  	1
  ничто    сделать    просто    выйти    спеть    юрий    лоза    раскритиковать    победитель    евровидения  	1
  ельцин    центр    потратить    празднование    день    рождение    сорос    млн    рубль  	1
  моргенштерн    назначить    врио    губернатор    пензенский    область  	1
  cовет    управлять    фрс    сша    покидать    фредерик    мишкин  	0
  шотландия    умереть    создатель    банкомат  	0
  эминем    высмеять    эми    уайнхаус    новый    клип  	0
  еспч    призвать    россия    прекратить    репрессия    отношение    сотрудник    гибдд  	1
  минобороны    отправить    отставка    весь    офицер    фамилия    влас  	1
  пласидо    доминго    петь    кремль    соборный    красный    площадь  	0
  тёмный    молния    назвать    предвестник    обычный  	0
  земекис    спилберг    дружба    дружба    бизнес    врозь  	0
  сергей    юран    продолжить    карьера    тренер    россия  	0
  star    ocean    last    hope    выйти    неделя    раньше    обещать  	0
  swtor    появиться    европа    сша    одновременно  	0
  владимир    мединский    русофобский    высказывание    лидер    европа    сша    карл    великий    байдена  	1
  восстановление    саяно    шушенский    гэс    подешеветь    миллиард    рубль  	0
  капитан    арсенал    заказать    результат    жеребьёвка    лига    чемпион  	0
  ответ    приостановка    поставка    тухлый    яйцо    грузия    закрыть    завод    боржоми    саранск  	1
  украина    решить    продать    российский    актив    крым  	0
  французский    коммунист    требовать    вынести    тело    наполеон    дом    инвалид  	1
  гость    ялта    просить    нападать    крокодил    сбежать    затопление    крокодиляриума  	1
  airbus    получить    февраль    одного    заказ  	0
  автор    хороший    комментарий    защита    бузов    получить    дом    подмосковье  	1
  глава    фрс    отчитается    конгресс    покупка    актив    bear    stearns  	0
  германия    согласовать    митинг    антипрививочников    памятник    доктор    менгеле  	1
  честь    летия    иа    панорама    князь    монако    присвоить    дворянство    сотрудник    издательство  	1
  китай    вложить    миллиард    доллар    курорт    северный    кавказ  	0
  кержаков    выздороветь    матч    армения  	0
  дорожный    знак    москва    дополнят    табличками    шрифт    брайля  	1
  биолог    разобраться    предназначение    когтей    хищный    птица  	0
  кельтский    тигр    приехать    москва  	0
  берег    калифорния    появиться    подводный    лаборатория  	0
  поражение    игра    польша    помешать    команда    сша    выйти    финал  	0
  razer    представить    мышка    трансформер  	0
  чемпионский    бой    валуев    перенести    неопределённый    срок  	0
  самой    популярный    игра    апрель    сша    стать    prototype  	0
  байден    подписать    указ    скачкообразный    увеличение    цена    продукт    россия  	1
  алексей    навальный    поместить    штрафной    изолятор    критика    движение    талибан  	1
  константин    эрнст    отправлять    манижу    евровидение    её    заявка    отозвать    неделя    назад  	1
  источник    допустить    потеря    прогресс  	0
  мир    heroes    might    magic    расширится    восток  	0
  вход    последний    выставка    мамышева    монро    сделать    бесплатный  	0
  защитника    клуб    нхл    обвинить    браконьерство  	0
  месси    удалить    камень    почка  	0
  это    новый    российский    учёный    определить    хороший    возраст    политик  	1
  педро    альмодовар    прервать    съёмка    свой    новый    фильм  	0
  ход    антитеррористический    операция    альфа    задержать    похититель    рецепт    сырок    бю    александров  	1
  доминирование    динозавр    объяснить    быстрый    размножение  	0
  сапсан    перевезти    полтора    миллион    пассажир  	0
  cnn    выпустить    фильм    расследование    этажном    дворец    дональд    трамп  	1
  опубликовать    баттл    оксимирона    dizaster    русский    перевод  	0
  грета    тунберг    осудить    авиакомпания    которые    увеличить    углеродный    след    полёт    обход    белоруссия  	1
  россия    перейти    собственный    система    измерение  	1
  росстат    приукрасить    данные    темп    рост    промышленность  	0
  уличить    коррупция    чиновник    отправить    соловецкий    монастырь  	1
  российский    пловчихе    стать    плохой    финиш  	0
  заказчика    скульптура    против    гендерный    неравенство    оштрафовать    сексизм    сша  	0
  московский    динамо    пробиться    топ    баскетбольный    евролига  	0
  пропасть    лес    пенсионер    привлечь    ответственность    несанкционированный    сбор    ягода  	1
  первый    сотня    миллиардер    мир    войти    семь    россиянин  	0
  поймать    путин    щука    получить    материальный    компенсация    решение    еспч  	1
  эрмитаж    появиться    зал    мебель    экс    глава    гибдд    ставрополье  	1
  суд    запретить    россия    хит    ac    dc    highway    hell  	1
  манчестер    сити    обыграть    челси    чемпионат    англия  	0
  золотов    принять    расторгуев    союз    боевой    офицер    россия  	1
  рейтинг    стоимость    жизнь    москва    опуститься    позиция  	0
  отпуск    лето    смочь    брать    работник    ребёнок  	1
  залп    донецкий    рсзо    снежинка    чебурашка    попасть    видео  	0
  мок    восстановить    членство    олимпийский    комитет    россия  	0
  российский    легкоатлетка    выиграть    олимпийский    золото    мировой    рекорд  	0
  межведомственный    комиссия    переписать    финал    колобок  	1
  билл    гейтс    отзывать    чип    которым    лукашенко    вылечить    коронавирус    технический    неисправность  	1
  государство    получить    право    принудительно    женить    россиянин  	1
